2013-10-15 14:55:10 [INFO] [ForgeModLoader] Forge Mod Loader version 6.4.3.883 for Minecraft 1.6.4 loading
2013-10-15 14:55:10 [INFO] [ForgeModLoader] Java is Java HotSpot(TM) 64-Bit Server VM, version 1.7.0_21, running on Windows 8:amd64:6.2, installed at C:\Program Files\Java\jre7
2013-10-15 14:55:10 [FINE] [ForgeModLoader] Java classpath at launch is C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\minecraftforge\minecraftforge\9.11.0.883\minecraftforge-9.11.0.883.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\minecraft\launchwrapper\1.7\launchwrapper-1.7.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\ow2\asm\asm-all\4.1\asm-all-4.1.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\scala-lang\scala-library\2.10.2\scala-library-2.10.2.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\scala-lang\scala-compiler\2.10.2\scala-compiler-2.10.2.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\lzma\lzma\0.0.1\lzma-0.0.1.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\sf\jopt-simple\jopt-simple\4.5\jopt-simple-4.5.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\codecjorbis\20101023\codecjorbis-20101023.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\codecwav\20101023\codecwav-20101023.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\libraryjavasound\20101123\libraryjavasound-20101123.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\librarylwjglopenal\20100824\librarylwjglopenal-20100824.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\soundsystem\20120107\soundsystem-20120107.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\argo\argo\2.25_fixed\argo-2.25_fixed.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\bouncycastle\bcprov-jdk15on\1.47\bcprov-jdk15on-1.47.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\google\guava\guava\14.0\guava-14.0.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\apache\commons\commons-lang3\3.1\commons-lang3-3.1.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\commons-io\commons-io\2.4\commons-io-2.4.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\java\jinput\jinput\2.0.5\jinput-2.0.5.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\java\jutils\jutils\1.0.0\jutils-1.0.0.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\google\code\gson\gson\2.2.2\gson-2.2.2.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\lwjgl\lwjgl\lwjgl\2.9.0\lwjgl-2.9.0.jar;C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\lwjgl\lwjgl\lwjgl_util\2.9.0\lwjgl_util-2.9.0.jar;C:\Users\cédric\AppData\Roaming\.minecraft\versions\1.6.4-Forge9.11.0.883\1.6.4-Forge9.11.0.883.jar
2013-10-15 14:55:10 [FINE] [ForgeModLoader] Java library path at launch is C:\Users\cédric\AppData\Roaming\.minecraft\versions\1.6.4-Forge9.11.0.883\1.6.4-Forge9.11.0.883-natives-510312070840968
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Enabling runtime deobfuscation
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Instantiating coremod class FMLCorePlugin
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Loaded coremod FMLCorePlugin
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Instantiating coremod class FMLForgePlugin
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Loaded coremod FMLForgePlugin
2013-10-15 14:55:11 [FINE] [ForgeModLoader] All fundamental core mods are successfully located
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Discovering coremods
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.AccessTransformer
2013-10-15 14:55:11 [INFO] [STDOUT] Loaded 40 rules from AccessTransformer config file fml_at.cfg
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.MarkerTransformer
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.SideTransformer
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer net.minecraftforge.transformers.ForgeAccessTransformer
2013-10-15 14:55:11 [INFO] [STDOUT] Loaded 109 rules from AccessTransformer config file forge_at.cfg
2013-10-15 14:55:11 [FINEST] [ForgeModLoader] Registering transformer net.minecraftforge.transformers.EventTransformer
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Running coremod plugins
2013-10-15 14:55:11 [FINE] [ForgeModLoader] Running coremod plugin FMLCorePlugin
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockDoor (new size 7081)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockLadder (input size 1753), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockLadder (new size 3071)
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockLever (input size 4434), found 1 patch
2013-10-15 14:55:13 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockLever (new size 5947)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockButton (input size 4976), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockButton (new size 7195)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockSnow (input size 2463), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockSnow (new size 3572)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockCactus (input size 2379), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockCactus (new size 4171)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockReed (input size 1795), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockReed (new size 3227)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockPumpkin (input size 2970), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockPumpkin (new size 3783)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.EntityLiving (input size 16007), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.EntityLiving (new size 19692)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockPortal (input size 4091), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockPortal (new size 5427)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockTrapDoor (input size 2843), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockTrapDoor (new size 4791)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockPane (input size 2604), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockPane (new size 4351)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockStem (input size 3890), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockStem (new size 6288)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockVine (input size 5081), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockVine (new size 6985)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockMycelium (input size 1959), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockMycelium (new size 2864)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockNetherStalk (input size 1999), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockNetherStalk (new size 3680)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.tileentity.TileEntityBrewingStand (input size 4856), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.tileentity.TileEntityBrewingStand (new size 6439)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.Item (input size 22269), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.Item (new size 31922)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockCocoa (input size 3260), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockCocoa (new size 5439)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockTripWireSource (input size 5544), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockTripWireSource (new size 7403)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.tileentity.TileEntityBeacon (input size 4865), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.tileentity.TileEntityBeacon (new size 6306)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockSkull (input size 4805), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockSkull (new size 6663)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.boss.EntityWither (input size 9004), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.boss.EntityWither (new size 11364)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.boss.IBossDisplayData (input size 143), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.boss.IBossDisplayData (new size 175)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockComparator (input size 4213), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockComparator (new size 6288)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemTool (input size 1663), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemTool (new size 2748)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.EnumToolMaterial (input size 1646), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.EnumToolMaterial (new size 2216)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemBlock (input size 2481), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemBlock (new size 4088)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemFlintAndSteel (input size 952), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemFlintAndSteel (new size 1283)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemBow (input size 2604), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemBow (new size 4035)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.nbt.NBTTagList (input size 2458), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.nbt.NBTTagList (new size 3235)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemHoe (input size 1212), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemHoe (new size 2467)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemSeeds (input size 679), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemSeeds (new size 2023)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemArmor (input size 3505), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemArmor (new size 4454)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.BehaviorDispenseArmor (input size 1099), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.BehaviorDispenseArmor (new size 1521)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.EnumArmorMaterial (input size 1536), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.EnumArmorMaterial (new size 2073)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemBucket (input size 2578), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemBucket (new size 3684)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.item.EntityMinecart (input size 14690), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.item.EntityMinecart (new size 21348)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemBucketMilk (input size 828), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemBucketMilk (new size 1153)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemDye (input size 5221), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemDye (new size 7521)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.player.EntityPlayer (input size 25630), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.player.EntityPlayer (new size 38277)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemMap (input size 5645), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemMap (new size 6631)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.storage.MapData (input size 4692), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.storage.MapData (new size 6010)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemShears (input size 1037), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemShears (new size 3599)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.item.EntityEnderPearl (input size 1245), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.item.EntityEnderPearl (new size 2245)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemSeedFood (input size 625), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemSeedFood (new size 1911)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemEmptyMap (input size 1301), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemEmptyMap (new size 1643)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.util.StringTranslate (input size 3081), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.util.StringTranslate (new size 3941)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.crafting.CraftingManager (input size 12619), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.crafting.CraftingManager (new size 13568)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemStack (input size 11944), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemStack (new size 15716)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.crafting.RecipeFireworks (input size 3419), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.crafting.RecipeFireworks (new size 3972)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.crafting.FurnaceRecipes (input size 2402), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.crafting.FurnaceRecipes (new size 4143)
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.settings.GameSettings (input size 15787), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.settings.GameSettings (new size 17121)
2013-10-15 14:55:14 [INFO] [Minecraft-Client] LWJGL Version: 2.9.0
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.Block (input size 30308), found 1 patch
2013-10-15 14:55:14 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.Block (new size 49789)
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.renderer.OpenGlHelper (input size 1054), found 1 patch
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.renderer.OpenGlHelper (new size 1587)
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.renderer.entity.RenderItem (input size 8123), found 1 patch
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.renderer.entity.RenderItem (new size 12009)
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.renderer.RenderBlocks (input size 115770), found 1 patch
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.renderer.RenderBlocks (new size 128069)
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.biome.WorldChunkManager (input size 3382), found 1 patch
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.biome.WorldChunkManager (new size 5661)
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.resources.LanguageManager (input size 2874), found 1 patch
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.resources.LanguageManager (new size 3867)
2013-10-15 14:55:15 [INFO] [Minecraft-Client] Reloading ResourceManager: Default
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.audio.SoundManager (input size 9197), found 1 patch
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.audio.SoundManager (new size 12543)
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.server.integrated.IntegratedServer (input size 5418), found 1 patch
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.server.integrated.IntegratedServer (new size 7485)
2013-10-15 14:55:15 [INFO] [STDOUT] 
2013-10-15 14:55:15 [INFO] [STDOUT] Starting up SoundSystem...
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.renderer.Tessellator (input size 6041), found 1 patch
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.renderer.Tessellator (new size 7856)
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.server.dedicated.DedicatedServer (input size 9517), found 1 patch
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.server.dedicated.DedicatedServer (new size 11773)
2013-10-15 14:55:15 [INFO] [MinecraftForge] Attempting early MinecraftForge initialization
2013-10-15 14:55:15 [INFO] [STDOUT] MinecraftForge v9.11.0.883 Initialized
2013-10-15 14:55:15 [INFO] [ForgeModLoader] MinecraftForge v9.11.0.883 Initialized
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.monster.EntityEnderman (input size 7849), found 1 patch
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.monster.EntityEnderman (new size 9720)
2013-10-15 14:55:15 [INFO] [STDOUT] Replaced 101 ore recipies
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.crash.CrashReport (input size 6379), found 1 patch
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.crash.CrashReport (new size 7918)
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.crash.CrashReportCategory (input size 4185), found 1 patch
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.crash.CrashReportCategory (new size 5656)
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.crash.CallableSuspiciousClasses (input size 3241), found 1 patch
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.crash.CallableSuspiciousClasses (new size 3877)
2013-10-15 14:55:15 [INFO] [STDOUT] Initializing LWJGL OpenAL
2013-10-15 14:55:15 [INFO] [MinecraftForge] Completed early MinecraftForge initialization
2013-10-15 14:55:15 [INFO] [STDOUT]     (The LWJGL binding of OpenAL.  For more information, see http://www.lwjgl.org)
2013-10-15 14:55:15 [FINE] [ForgeModLoader] No config directory found, creating one: C:\Users\cédric\AppData\Roaming\.minecraft\config
2013-10-15 14:55:15 [INFO] [ForgeModLoader] Config directory created successfully
2013-10-15 14:55:15 [INFO] [ForgeModLoader] Reading custom logging properties from C:\Users\cédric\AppData\Roaming\.minecraft\config\logging.properties
2013-10-15 14:55:15 [OFF] [ForgeModLoader] Logging level for ForgeModLoader logging is set to ALL
2013-10-15 14:55:15 [INFO] [STDOUT] OpenAL initialized.
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Building injected Mod Containers [cpw.mods.fml.common.FMLDummyContainer, net.minecraftforge.common.ForgeDummyContainer]
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Attempting to load mods contained in the minecraft jar file and associated classes
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\minecraftforge\minecraftforge\9.11.0.883\minecraftforge-9.11.0.883.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\minecraft\launchwrapper\1.7\launchwrapper-1.7.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\ow2\asm\asm-all\4.1\asm-all-4.1.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\scala-lang\scala-library\2.10.2\scala-library-2.10.2.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\scala-lang\scala-compiler\2.10.2\scala-compiler-2.10.2.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\lzma\lzma\0.0.1\lzma-0.0.1.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\net\sf\jopt-simple\jopt-simple\4.5\jopt-simple-4.5.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\codecjorbis\20101023\codecjorbis-20101023.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\codecwav\20101023\codecwav-20101023.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\libraryjavasound\20101123\libraryjavasound-20101123.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\librarylwjglopenal\20100824\librarylwjglopenal-20100824.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\paulscode\soundsystem\20120107\soundsystem-20120107.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\argo\argo\2.25_fixed\argo-2.25_fixed.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\bouncycastle\bcprov-jdk15on\1.47\bcprov-jdk15on-1.47.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\com\google\guava\guava\14.0\guava-14.0.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\org\apache\commons\commons-lang3\3.1\commons-lang3-3.1.jar, examining for mod candidates
2013-10-15 14:55:15 [FINE] [ForgeModLoader] Found a minecraft related file at C:\Users\cédric\AppData\Roaming\.minecraft\libraries\commons-io\commons-io\2.4\commons-io-2.4.jar, examining for mod candidates
